1000000090,Advances in Nonlinear Speech Processing: International Conference on Non-Linear Speech Processing NOLISP 2007 Paris France May 22-25 2007 Revised Selected ... / Lecture Notes in Artificial Intelligence),Autography,0,1985,548
1000000091,Advances in Web-age information management 7th International Conference WAIM 2006 Hong Kong China June 17-19 2006: proceedings,Autography,0,2003,535
1000000092,Adventures in card play,Autography,0,1980,311
1000000093,African psychology in historical perspective and related commentary,Autography,0,1991,433
1000000094,African psychology in historical perspective and related commentary,Autography,0,1993,348
1000000095,African-centered psychology: culture-focusing for multicultural competence,Autography,0,1981,415
1000000096,Against the grain: the dilemma of project food aid,Autography,0,1988,476
1000000097,Agents of empire: Anglo-Zionist intelligence operations 1915-1919: Brigadier Walter Gribbon Aaron Aaronsohn and the NILI ring,Autography,0,1983,534
1000000098,Aikido and Chinese Martial Arts: Aikido and Weapons Training (Aikido,Autography,0,2004,457
1000000099,Aino Aalto: design: Collection Bischofsberger,Autography,0,1996,427
1000000100,Aisi kalavalyaci jati,Autography,0,1976,504
1000000101,Al-Andalus: saberes e intercambios culturales,Autography,0,2000,786
1000000102,Al-Andalus: saberes e intercambios culturales,Autography,0,2002,767
1000000103,Alexander Bernt,Autography,0,1979,514
1000000104,Algebraic theory of molecules,Autography,0,2007,711
1000000105,Alien thunder,Autography,0,1999,549
1000000106,Alien thunder,Autography,0,1989,412
1000000107,All Aboard for Me 6 Gram Prac Bk,Autography,0,1998,787
1000000108,All mankind is one; a study of the disputation between Bartolom de Las Casas and Juan Gins de Seplveda in 1550 on the intellectual and religious capacity of the American Indians,Autography,0,1974,481
1000000109,All mankind is one; a study of the disputation between Bartolom de Las Casas and Juan Gins de Seplveda in 1550 on the intellectual and religious capacity of the American Indians,Autography,0,2006,462
1000000110,Along the Thames,Autography,0,1969,730
1000000111,Alvar,Autography,0,1965,614
1000000112,An Employment-Targeted Economic Program for Kenya,Autography,0,2008,340
1000000113,An examination of perceptions and experiences of basic writing students,Autography,0,2005,479
1000000114,An interdisciplinary study of The ox and the slave (Bumba-meu-Boi): a satirical music drama in Brazil,Autography,0,1973,747
1000000115,An introduction to the constitutional law of Botswana,Autography,0,1967,733
1000000116,An introductory English grammar,Autography,0,2009,572
1000000117,Analysis of survival data,Autography,0,1992,640
1000000118,Ancestors: Hidden Hands Healing Spirits for Your Use and Empowerment,Autography,0,2001,429
1000000119,Animal migration orientation and navigation,Autography,0,1992,358
1000000120,Animals in danger!,Autography,0,1984,793
1000000121,ANSWERS: Basic Tenets of Faith (Belief) - Part 2,Autography,0,1974,539
1000000122,Antarctica at the close of a millenium : proceedings of the 8th International symposium on Antarctic earth sciences Wellington 1999,Autography,0,1987,331
1000000123,Antenna Theory - Analysis,Autography,0,1994,721
1000000124,Antiochos III and the cities of Western Asia Minor,Autography,0,1974,688
1000000125,Antiochos III and the cities of Western Asia Minor,Autography,0,1981,453
1000000126,Antiochos III and the cities of Western Asia Minor,Autography,0,2012,782
1000000127,Applied integral transforms,Autography,0,1976,463
1000000128,Applied Integral Transforms (Crm Monograph Series),Autography,0,1977,361
1000000129,Arabian love poems: full Arabic and English texts,Autography,0,1993,436
1000000130,Are You Sure That Was a Rabbit,Autography,0,1965,399
1000000131,Arts of Korea,Autography,0,1974,457
1000000132,Asi Fue,Autography,0,2011,635
1000000133,Asian Cookbook,Autography,0,1998,639
1000000134,Askani'son,Autography,0,1982,688
1000000135,Aspen High Country: the geology: a pictorial guide to roads,Autography,0,1999,386
1000000136,At the Crossroads: Middle America and the Battle to Save the Car Industry,Autography,0,1977,793
1000000137,ATCC names of industrial fungi,Autography,0,2011,554
1000000138,Athletic Training Exam Review: A Student Guide to Success,Autography,0,2013,597
1000000139,Atlas of Kentucky,Autography,0,1974,540
1000000140,Au temps où les animaux parlaientles fables de La Fontaine dans la collection Calouste Gulbenkian,Autography,0,1999,349
1000000141,Australian totemisma psycho-analytic study in anthropology,Autography,0,1997,406
1000000142,Authority Lost Year Vol. 2 (Authority Lost Year 2),Autography,0,1997,400
1000000143,Autumn in spring and other stories,Autography,0,1978,545
1000000144,Aviation archaeology in Britain,Autography,0,1968,467
1000000145,Avtomatika likvidatsii asinkhronnogo rezhima (Russian Edition),Autography,0,1980,335
1000000146,Az egész világon levő csudálatos boldogságos szűz képeinek rövideden föltett eredeti,Autography,0,1984,367
1000000147,Back door to Alaska: a frontier woman's life,Autography,0,1977,716
1000000148,Baky,Autography,0,1992,784
1000000149,Baltic biographies at historical crossroads,Autography,0,2011,710
1000000150,Bangkok,Autography,0,1997,641
1000000151,Bangkok,Autography,0,2013,595
1000000152,Baptism of fire,Autography,0,2003,691
1000000153,Baptized into God's family: the doctrine of infant baptism for today,Autography,0,1997,472
1000000154,Barnett College Mathematics for Management Life and Social Sciences 2ed,Autography,0,1972,719
1000000155,Barrel of a pen: resistance to repression in neo-colonial Kenya,Autography,0,1972,734
1000000156,Barrel of a pen: resistance to repression in neo-colonial Kenya,Autography,0,2007,669
1000000157,Barrel of a pen: resistance to repression in neo-colonial Kenya,Autography,0,2004,465
1000000158,Barrel of a pen: resistance to repression in neo-colonial Kenya,Autography,0,1983,350
1000000159,Barry Le Va 1966-1988,Autography,0,1998,796
1000000160,Bartolome de las Casas and Thomas More's Utopia: connections and similarities: a translation and study,Autography,0,2006,774
1000000161,Base SAS 9.1.3 Procedures Guide (Volume 1-3),Autography,0,1965,413
1000000162,Base SAS 9.2 Procedures Guide,Autography,0,1964,589
1000000163,Base SAS 9.2 Procedures Guide: Statistical Procedures,Autography,0,2009,732
1000000164,Base SAS(R) Guide to Information Maps,Autography,0,1975,707
1000000165,Basic comprehension upper primary / Margaret Oag,Autography,0,1992,444
1000000166,Basic comprehension. Lower primary,Autography,0,1983,582
1000000167,Basic comprehension. Middle primary,Autography,0,1998,712
1000000168,Basic Inorganic Chemistry 2e,Autography,0,1988,719
1000000169,Batman: Fortunate Son (Batman),Autography,0,1986,614
1000000170,Bbtcoltat betlehemez Magyarorszgon  Kzp-Kelet-Eurpban,Autography,0,1988,533
1000000171,Beauty Restored: Finding Life and Hope after Date Rape,Autography,0,1986,517
1000000172,Becoming good American schools: the struggle for civic virtue in education reform,Autography,0,1991,575
1000000173,Becoming good American schools: the struggle for civic virtue in education reform,Autography,0,1980,369
1000000174,Beer and brewing,Autography,0,1973,428
1000000175,Beginning XML with DOM and Ajax from novice to professional,Autography,0,1993,502
1000000176,Beginning XML with DOM and Ajax from novice to professional,Autography,0,1966,334
1000000177,Beginning XML with DOM and Ajax from novice to professional,Autography,0,1994,375
1000000178,Beijing Coma,Autography,0,1975,623
1000000179,Beijing Coma,Autography,0,2008,628
1000000180,Beijing coma,Autography,0,2006,775
1000000181,Berlitz Greek Phrasebook,Autography,0,1980,506
1000000182,Berlitz Japanese for Travellers Phrase Book (Berlitz Phrase Books),Autography,0,1988,569
1000000183,Berlitz Travel Guide to Amsterdam (Berlitz Pocket Travel Guides),Autography,0,2001,373
1000000184,Berlitz Travel Guide to Athens (Pocket Travel Guides),Autography,0,2000,328
1000000185,Berlitz Travel Guide to the Canary Islands (Berlitz Pocket Travel Guides),Autography,0,1993,335
1000000186,Berlitz Turkish for Travellers Phrase Book (Phrase Books),Autography,0,1970,719
1000000187,Beyond The Windy Place,Autography,0,2013,345
1000000188,Beyond Tracking: Multiple Pathways to College Career and Civic Participation,Autography,0,1985,740
1000000189,Beyond Tracking: Multiple Pathways to College Career and Civic Participation,Autography,0,2008,466
1000000190,Bhagavad Gītāwith Sanskrit text free translation into English a word-for-word translation an introduction to Saṃskṛt grammar and a complete word index,Autography,0,1990,754
1000000191,Big Bend,Autography,0,2008,422
1000000192,Bilder und Zerrbilder des Fremden: Tibet in einer Erzhlung Ma Jians,Autography,0,2001,549
1000000193,Biomembranes,Autography,0,2011,366
1000000194,Bite every sorrow: poems,Autography,0,1992,351
1000000195,Bite every sorrow: poems,Autography,0,1984,794
1000000196,Black Girls Learn Love Hard,Autography,0,1966,548
1000000197,Blade of Heaven,Autography,0,1973,746
1000000198,Blade of Heaven,Autography,0,1964,331
1000000199,Blood red sunset: a memoir of the Chinese Cultural Revolution,Autography,0,1965,388
1000000200,Blood red sunset: a memoir of the Chinese Cultural Revolution,Autography,0,1989,422
1000000201,Book illustration taxes and propaganda: the Fermiers gnraux edition of la Fontaine's Contes et nouvelles en vers of 1762,Autography,0,2002,521
1000000202,Book of Roman villas and the countryside,Autography,0,1969,676
1000000203,Book of Roman villas and the countryside,Autography,0,1971,745
1000000204,Brave new world,Autography,0,1976,759
1000000205,Brave new world,Autography,0,1982,337
1000000206,Breakdown of the Cultural Imperatives for the Establishment of Alliances Among the Native Tribes of the Great Lakes. (Thesis),Autography,0,2008,540
1000000207,Breast Cancer Metastasis and Drug Resistance: Progress and Prospects,Autography,0,1987,755
1000000208,Breathing New Life into the Evidence of Death: Contemporary Approaches to Bioarchaeology (Advanced Seminar Series),Autography,0,1984,455
1000000209,Breathing Patterns in Anxiety Disorders: Is There a Hyperventilation Syndrome (Acta Biomedica Lovaniensia  No 113),Autography,0,1993,461
1000000210,Breeding for Resistance to Blotchy Ripening in Processing Tomatoes (Lycopersicon Esculentum Mill.). (Thesis),Autography,0,2008,478
1000000211,Brevsima relacin de la destruicon de las Indias,Autography,0,2010,575
1000000212,Brian Wildsmith's favourite fables,Autography,0,2013,705
1000000213,Brothers: a novel,Autography,0,1985,567
1000000214,Brothers: A Novel,Autography,0,1970,752
1000000215,Buddy Holly,Autography,0,1977,655
1000000216,Buddy Holly,Autography,0,1967,433
1000000217,Buddy Holly (Icons of Pop Music),Autography,0,1984,318
1000000218,Building Influence in the Workplace: How to Gain and Retain Influence at Work,Autography,0,1994,774
1000000219,Bullying: the child's view,Autography,0,2005,346
1000000220,Café con gotassemanario satírico ilustrado 1886-1892,Autography,0,1966,382
1000000221,Calculus with Analytical Geometry 5e + Calculus Connections Box Set V 1 Modules 1 Through 8,Autography,0,2011,348
1000000222,Calculus with Analytical Geometry 5e + Calculus Connections Box Set V 2 Modules 9 Through 16,Autography,0,1979,567
1000000223,Calculus with Analytical Geometry Brief 5e + Calculus Connections Bos Set V 2 Modules 9 Through 16,Autography,0,1988,672
1000000224,Calculus with Analytical Geometry Brief 5e + Calculus Connections Box Set V 1 Modules 1 Through 8,Comedy,0,1964,466
1000000225,Call to Prayers (Adhaan) (Al-Bukhari Authentic Hadiths),Comedy,0,2000,637
1000000226,Can One Man Save The (Art) World,Comedy,0,1984,718
1000000227,Canadian towns and villages: an economic profile 1981,Comedy,0,1995,517
1000000228,Cante Flamenco El,Comedy,0,1964,564
1000000229,Capacity-building: an approach to people-centred development,Comedy,0,1987,317
1000000230,Capacity-building: an approach to people-centred development,Comedy,0,1994,716
1000000231,Carta athenagorica de la madre Juana Ynes de la Cruz religiosa profesa de velo y choro en el muy religioso Convento de San Geronimo de la ciudad de Mexico ... la Puebla de los Angeles (Spanish Edition),Comedy,0,1970,409
1000000232,Carta de Serafina de Cristo 1691 (Biblioteca Sor Juana Ines de la Cruz) (Spanish Edition),Comedy,0,1972,608
1000000233,Carta de sor Juana Ines de la Cruz a su confesor: Autodefensa espiritual (Spanish Edition),Comedy,0,1984,779
1000000234,Carthage conspiracy: the trial of the accused assassins of Joseph Smith,Comedy,0,1964,542
1000000235,Carthage conspiracy: the trial of the accused assassins of Joseph Smith,Comedy,0,1981,756
1000000236,Cartridge Creek,Comedy,0,2010,639
1000000237,Case-based reasoning research and development: First International Conference ICCBR-95 Sesimbra Portugal October 23-26 1995: proceedings,Comedy,0,1991,318
1000000238,Cases and text on the law of trusts,Comedy,0,1964,566
1000000239,Cases and Text on the Law of Trusts (University Casebook Series),Comedy,0,2010,408
1000000240,Catalysts in Petroleum Refining and Petrochemical Industries 1995,Comedy,0,1974,317
1000000241,Catalysts in petroleum refining and petrochemical industries 1995: proceedings of the 2nd International Conference on Catalysts in Petroleum Refining and Petrochemical Industries Kuwait April 22-26 1995,Comedy,0,1994,562
1000000242,Cerebral cortex,Comedy,0,1989,403
1000000243,Cerebral cortex,Comedy,0,1996,662
1000000244,Cerebral cortex,Comedy,0,1998,319
1000000245,Cerebral cortex,Comedy,0,1999,758
1000000246,Cerebral cortex,Comedy,0,1977,756
1000000247,Cesar Chavez and la causa,Comedy,0,2009,515
1000000248,Chandler Heritage,Comedy,0,2002,466
1000000249,Characteristics of Prayer (Al-Bukhari Authentic Hadiths),Comedy,0,1983,368
1000000250,Chemistry in the Laboratory - A Study of Chemical,Comedy,0,1989,732
1000000251,Childhood Days (Chinese Edition),Comedy,0,2009,753
1000000252,Children of Facundo caudillo and gaucho insurgency during the Argentine state-formation process (La Rioja 1853-1870),Comedy,0,1999,327
1000000253,Children of Facundo: caudillo and gaucho insurgency during the Argentine state-formation process (La Rioja 1853-1870),Comedy,0,1969,788
1000000254,Children of Facundo: caudillo and gaucho insurgency during the Argentine state-formation process (La Rioja 1853-1870),Comedy,0,1984,628
1000000255,China (Eyewitness Travel Guides),Comedy,0,1998,560
1000000256,China's Son : Growing Up in the Cultural Revolution,Comedy,0,2002,575
1000000257,China's Son : Growing Up in the Cultural Revolution,Comedy,0,1974,650
1000000258,China's son: growing up in the Cultural Revolution,Comedy,0,2005,562
1000000259,China's water crisis =Zhongguo shui weiji,Comedy,0,1971,429
1000000260,Chine (French Edition),Comedy,0,2002,729
1000000261,Chinese,Comedy,0,1968,439
1000000262,Chinese Cantonese cooking,Comedy,0,1999,706
1000000263,Chinese collections in Western Europe: survey of their technical and readers' services,Comedy,0,1989,570
1000000264,Chinese Cookery Secrets,Comedy,0,1972,595
1000000265,Chinese Cookery Secrets: How to Cook Chinese Restaurant Food at Home,Comedy,0,1971,696
1000000266,Chinese Cookery: 100 Tested Recipes,Comedy,0,1979,474
1000000267,Chinese Cooking Made Easy: Over 75 deliciously authentic dishes with 300 step-by-step photographs,Comedy,0,2013,613
1000000268,CHINESE COOKING.,Comedy,0,1976,640
1000000269,Chinese jades archaic and modern from the Minneapolis Institute of Arts,Comedy,0,2001,636
1000000270,Chinese Kitchen,Comedy,0,2007,418
1000000271,Chinese regional cooking,Comedy,0,1993,691
1000000272,Chinese regional cooking,Comedy,0,1972,561
1000000273,Chinese regional cooking,Comedy,0,2012,455
1000000274,Chinese Szechuan cooking,Comedy,0,1977,663
1000000275,Chinese Szechuan Cooking (Cooking for Today Series),Comedy,0,1976,681
1000000276,Chinese Vegetarian Cooking,Comedy,0,1972,765
1000000277,Chinese vegetarian cooking,Comedy,0,2004,525
1000000278,Chinese: the authentic taste of China in deliciously simple recipes,Comedy,0,1965,583
1000000279,Ch'ol tulchi annundanun kotHa Chong-gang ui chungnyon ilgi.,Comedy,0,1976,421
1000000280,Chuck Taylor Converse all star the true story of the man behind the most famous athletic shoe in history,Comedy,0,1991,788
1000000281,Chuck Taylor Converse all star: the true story of the man behind the most famous athletic shoe in history,Comedy,0,2006,663
1000000282,Chung-gu wa kaehang 120-ynsa rl pomyn inch'on i poinda,Comedy,0,1978,624
1000000283,Churchill Livingstone nurses' dictionary,Comedy,0,1994,688
1000000284,Churchill Livingstone pocket medical dictionary,Comedy,0,1985,415
1000000285,Cine y Prospectiva Social: Actas de Las I Jornadas Celebradas En Noviembre de 2003 Dentro del Programa,Comedy,0,1968,324
1000000286,Classical and Fingerstyle Guitar Techniques (Musicians Institute Master Class),Comedy,0,1969,437
1000000287,Classification of a Spit Stain,Comedy,0,2011,516
1000000288,Cognition agency and rationality: proceedings of the Fifth International Colloquium on Cognitive Science,Comedy,0,1994,595
1000000289,Colcha,Comedy,0,1979,406
1000000290,COLDWATER FISHKEEPING (Pet Owner's Guide Series),Comedy,0,1983,518
1000000291,Collective labour law in Botswana,Comedy,0,1977,363
1000000292,Colors of the Mountain,Comedy,0,1993,686
1000000293,Colors of the Mountain,Comedy,0,2005,363
1000000294,Colors of the Mountain,Comedy,0,2011,721
1000000295,Colors of the mountain,Comedy,0,1983,746
1000000296,Colours of the mountain,Comedy,0,1992,779
1000000297,Colours of the mountain,Comedy,0,1999,431
1000000298,Communications Access Methods for SAS/CONNECT 9.1 and SAS/SHARE 9.1,Comedy,0,1964,499
1000000299,Communion With Angels,Comedy,0,1968,443
1000000300,Community arts and the question of culture in the city of Harare: paper presented at the Cultural Seminar held on Saturday 24th January 1987 Harare City Town House,Comedy,0,1974,331
1000000301,Complete tales in verse = Contes et nouvelles en vers,Comedy,0,1977,606
1000000302,Complete tales in verse = Contes et nouvelles en vers,Comedy,0,1986,425
1000000303,completion: essential points of tantric meditation,Comedy,0,2009,631
1000000304,completion: essential points of tantric meditation,Comedy,0,2009,541
1000000305,Complex Effects in Large Eddy Simulations (Lecture Notes in Computational Science and Engineering),Comedy,0,1994,420
1000000306,Complex variables,Comedy,0,1990,681
1000000307,Complex Variables Instructor's Manual,Comedy,0,2010,629
1000000308,Comprehensive chess openings,Comedy,0,2002,480
1000000309,Comprehensive chess openings,Comedy,0,2006,529
1000000310,Computer architecture and parallel processing,Comedy,0,1997,325
1000000311,Computer chess,Comedy,0,1975,775
1000000312,Conformal Quantum Field Theory in d Dimensions: Lecture Notes Volume (Lecture Notes in Physics),Comedy,0,2004,466
1000000313,Conformal quantum field theory in D-dimensions,Comedy,0,1965,734
1000000314,Contes et nouvelles rotiques,Comedy,0,1986,594
1000000315,Continuum encyclopedia of popular music of the world,Comedy,0,1971,612
1000000316,CONTROL Language Version 12 First Edition,Comedy,0,2007,746
1000000317,Control of wave dispersion in transient finite element solutions,Comedy,0,1994,519
1000000318,Conversations on Leadership,Comedy,0,1974,720
1000000319,Conversing with Africa: politics of change,Comedy,0,1986,437
1000000320,Cooperative Internet Computing (The Springer International Series in Engineering and Computer Science),Comedy,0,1978,638
1000000321,Cooperative Internet Computing: Proceedings of the 4th International Converence (Cic 2006) Hong Kong China 25 - 27 October 2006,Comedy,0,1999,537
1000000322,Corner flags and corner shops,Comedy,0,1989,653
1000000323,Corner flags and corner shops: the Asian football experience,Comedy,0,1992,510
1000000324,Corporate vision and rapid technological change the evolution of market structure,Comedy,0,1998,744
1000000325,Corporate vision and rapid technological change the evolution of market structure,Comedy,0,2000,358
1000000326,Corporate vision and rapid technological change the evolution of market structure,Comedy,0,1993,458
1000000327,Corporate vision and rapid technological change: the evolution of market structure,Comedy,0,1964,564
1000000328,Costa Rica: A Traveler's Literary Companion (Costa Rica),Comedy,0,1992,418
1000000329,Counseling the Serviceman and His Family,Comedy,0,2004,326
1000000330,Courtroom talk and neocolonial control,Comedy,0,1998,626
1000000331,Courtroom talk and neocolonial control,Comedy,0,1997,408
1000000332,Creating new educational communities,Comedy,0,1986,772
1000000333,Creation,Comedy,0,2006,461
1000000334,Creation,Comedy,0,2009,679
1000000335,Critical perspectives on the organization and improvement of schooling,Comedy,0,1982,615
1000000336,Crossing boundaries: statistical essays in honor of Jack Hall,Comedy,0,2010,456
1000000337,Cross-sectional anatomy of acupoints,Comedy,0,1965,791
1000000338,Customer experience: future trends and insights,Comedy,0,1965,353
1000000339,Daisy Canfield,Comedy,0,1978,349
1000000340,Daisy Canfield,Comedy,0,1984,302
1000000341,Dance for it! the ant and the cricket,Comedy,0,1978,722
1000000342,Dancing on Broken Glass,Comedy,0,2011,514
1000000343,Dark Days,Comedy,0,1984,751
1000000344,Dark Mists,Comedy,0,1987,342
1000000345,Data Mining Using Sas Enterprise Miner: A Case Study Approach,Comedy,0,1988,791
1000000346,Data Security Technologies in SAS 9.1.3,Comedy,0,1982,420
1000000347,Data Security Technologies in SAS 9.2,Comedy,0,2003,595
1000000348,Data Security Technologies In Sasr 9.1.2,Comedy,0,1973,338
1000000349,De regia potestate o Derecho de autodeterminacin (Corpus Hispanorum de pace),Comedy,0,2012,625
1000000350,De unitate speculorumestudios de literature comparada,Comedy,0,1986,477
1000000351,Deadly Choices UK Edition,Comedy,0,1968,348
1000000352,death,Comedy,0,2001,470
1000000353,Debating development: NGOs and the future,Comedy,0,1990,588
1000000354,Decision Making in Complex Systems: The DeciMaS Agent-based Interdisciplinary Framework Approach (Intelligent Systems Reference Library),Comedy,0,2010,788
1000000355,Decolonising the mind: the politics of language in African literature,Comedy,0,1981,301
1000000356,Decolonising the mind: the politics of language in African literature,Comedy,0,2008,765
1000000357,Decolonising the mind: the politics of language in African literature,Comedy,0,2004,531
1000000358,Deconstructing Development Discourse: Buzzwords and Fuzzwords,Comedy,0,2009,580
1000000359,DEFINE Language Version 12 First Edition,Comedy,0,2005,333
1000000360,Defying Rome: the rebels of Roman Britain,Comedy,0,1988,425
1000000361,del Departamento de Cultur (Pensar La Imagen) (Spanish Edition),Comedy,0,1974,461
1000000362,Demand driven chains and networks,Comedy,0,1995,579
1000000363,Democracy in Mexico: peasant rebellion and political reform,Comedy,0,1974,609
1000000364,Democracy in Mexico: peasant rebellion and political reform,Comedy,0,1982,548
1000000365,Demon Diary Book 3,Comedy,0,2013,695
1000000366,Demon Diary Vol. 6,Comedy,0,1997,601
1000000367,Desert Songs: A Woman Explorer in Egypt and Sudan,Comedy,0,2013,446
1000000368,Design 2e Sol,Comedy,0,1974,595
1000000369,Design of digital video coding systems a complete compressed domain approach,Comedy,0,1997,388
1000000370,Design of Digital Video Coding Systems: A Complete Compressed Domain Approach,Comedy,0,1995,790
1000000371,Design of digital video coding systems: a complete compressed domain approach,Comedy,0,2010,776
1000000372,Destiny wood,Comedy,0,1964,331
1000000373,Detained: a writer's prison diary,Comedy,0,2003,645
1000000374,Detained: a writer's prison diary,Comedy,0,2010,690
1000000375,Development and cities: essays from Development in practice,Comedy,0,1982,453
1000000376,Development and culture: selected essays from Development in Practice,Comedy,0,2002,641
1000000377,Development and Humanitarianism: Practical Issues (Development in Practice Readers),Comedy,0,1971,317
1000000378,Development and the learning organisation: essays from Development in practice,Comedy,0,1977,554
1000000379,Development and the Private Sector: Consuming Interests (Development in Practice),Comedy,0,2002,720
1000000380,Development in states of war: selected articles from Development in practice,Comedy,0,1980,738
1000000381,Development methods and approaches critical reflections: selected essays from Development in practice,Comedy,0,2001,578
1000000382,Development NGOS and civil society: selected essays from Development in practice,Comedy,0,1991,576
1000000383,Development NGOs and Labor Unions: Terms of Engagement (Development in Practice Readers),Comedy,0,1980,550
1000000384,Development of sociocultural understandings through the study of languages,Comedy,0,1976,523
1000000385,Development women and war: feminist perspectives,Comedy,0,1993,431
1000000386,Devil on the cross,Comedy,0,1984,696
1000000387,Devil on the cross,Comedy,0,1983,416
1000000388,Devil on the cross,Comedy,0,1980,671
1000000389,Devil on the cross,Comedy,0,1979,342
1000000390,Devil on the cross,Comedy,0,1974,612
1000000391,Dictionary (Berlitz Phrase Books S.),Comedy,0,2005,524
1000000392,Dictionnaire de palographie de cryptographie de dactylologie d'hiroglyphie de stnographie et de tlgraphie,Comedy,0,2002,452
1000000393,Die Shne des Drachen,Comedy,0,1987,491
1000000394,Dimension theory in dynamical systems: contemporary views and applications,Comedy,0,1972,537
1000000395,Dimension theory in dynamical systems: contemporary views and applications,Comedy,0,1964,675
1000000396,Dinosaur Morning (Big Book) (The Story Basket),Comedy,0,1964,393
1000000397,Diplomatarium Norvegicum... (Danish Edition),Comedy,0,2002,585
1000000398,Diplomatarium Norvegicum: Oldbreve Til Kundskab Om Norges Indre Og Ydre Forhold Sprog Slgter Sder Lovgivning Og Rettergang I Middelalderen Volume 9... (Norwegian Edition),Comedy,0,1977,456
1000000399,Discourse interaction and communication: proceedings of the Fourth International Colloquium on Cognitive Science (ICCS-95),Comedy,0,2009,644
